Date,Open,High,Low,Close,Volume
2016-01-04,72.72,74.21,72.1,73.49,1349170
2016-01-05,73.95,74.83,73.1,74.5,1400793
2016-01-06,73.32,74.37,71.68,72.79,1238771
2016-01-07,71.68,73.23,70.98,71.44,1569827
2016-01-08,71.91,72.11,70.21,70.34,1219375
2016-01-11,70.48,71.46,69.02,69.77,988987
2016-01-12,70.98,72.4,69.18,70.07,970815
2016-01-13,70.56,71.68,69.86,69.95,1322556
2016-01-14,69.93,69.93,67.66,68.78,915901
2016-01-15,66.96,69.18,66.41,68.35,896654
2016-01-19,68.63,69.14,65.92,66.41,1481848
2016-01-20,65.5,66.93,64.16,66.44,1852760
2016-01-21,66.52,69.82,65.87,68.68,1059233
2016-01-22,69.75,70.46,68.67,69.83,728941
2016-01-25,69.51,69.73,67.26,67.58,942706
2016-01-26,68.19,70.54,67.92,69.57,1007736
2016-01-27,69.2,71.19,68.85,69.45,717594
2016-01-28,70.48,71.02,68.43,69.3,907457
2016-01-29,69.66,73.42,69.27,73.38,1169751
2016-02-01,72.37,74.16,71.32,73.17,1121108
2016-02-02,79.09,79.11,74.68,75.15,3782776
2016-02-03,76.06,79.68,75.69,79.26,2492255
2016-02-04,78.17,78.17,76.15,77.42,2114049
2016-02-05,76.77,77.61,74.64,74.92,1752598
2016-02-08,74.1,74.1,70.39,71.88,1453386
2016-02-09,71.16,72.14,68.96,71.09,1454303
2016-02-10,71.74,72.48,71.38,71.58,949399
2016-02-11,70.86,71.5,69.33,70.46,845017
2016-02-12,71.47,73.56,70.57,73.35,857385
2016-02-16,74.32,74.48,72.74,73.92,1032487
2016-02-17,75.1,75.97,73.51,75.92,1281112
2016-02-18,75.51,77.02,74.43,76.38,1168002
2016-02-19,74.62,75.16,71.88,74.99,1284592
2016-02-22,75.45,77.05,75.21,76.38,800642
2016-02-23,76.75,79.26,75.58,77.73,1290436
2016-02-24,76.87,77.25,75.39,76.85,1381822
2016-02-25,77.05,80.28,76.79,80.25,1340163
2016-02-26,80.94,80.94,78.59,79.69,1065322
2016-02-29,79.83,80.95,78.98,79.15,715452
2016-03-01,80.09,82.84,79.1,82.51,1218089
2016-03-02,81.78,84.51,81.52,84.35,1223931
2016-03-03,83.95,85.49,83.91,85.45,900280
2016-03-04,85.46,87.6,85.15,85.95,1008066
2016-03-07,85.49,86.63,85.37,86.23,912695
2016-03-08,85.39,86.63,84.0,84.18,1101676
2016-03-09,84.78,85.3,83.12,85.01,654914
2016-03-10,85.29,86.29,84.05,85.6,732301
2016-03-11,86.76,87.56,86.03,87.46,758992
2016-03-14,87.52,88.44,87.0,87.88,668365
2016-03-15,87.31,88.01,86.78,87.98,683723
2016-03-16,87.48,88.17,86.35,87.78,835364
2016-03-17,87.78,89.41,87.2,89.21,989881
2016-03-18,89.53,89.53,87.84,88.28,1434833
2016-03-21,88.3,90.81,88.3,90.57,1558423
2016-03-22,89.5,89.6,87.55,88.99,1522639
2016-03-23,88.3,88.96,87.42,87.63,1595568
